1887,,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,cSCI
Gabarap,1.36E-09,-0.46998593,0.141,0.195,3.63E-05,0,0
Rnf181,2.05E-13,-0.470066541,0.161,0.23,5.46E-09,0,0
Rpl7a,3.38E-12,-0.470080986,0.18,0.251,8.99E-08,0,0
Eif1ad,3.00E-08,-0.470099055,0.059,0.094,0.0007977,-0.52371922,-0.805231002
Mrps12,3.20E-16,-0.470232731,0.215,0.302,8.52E-12,0,0
Pttg1,3.18E-08,-0.470296814,0.139,0.188,0.000845401,0,0
Emc6,2.79E-09,-0.470357009,0.076,0.119,7.41E-05,0,0
Atp6v1g2,7.24E-14,-0.470524461,0.185,0.262,1.93E-09,0,0
Tmem50b,7.49E-12,-0.47069292,0.159,0.222,1.99E-07,0,0
Ptov1,4.62E-19,-0.471125464,0.265,0.369,1.23E-14,0,0
Prmt1,5.34E-17,-0.471416547,0.166,0.249,1.42E-12,0,0
Pdgfa,4.41E-24,-0.471603638,0.248,0.362,1.17E-19,0,0
1500012K07Rik,8.94E-07,-0.472209203,0.033,0.057,0.02377002,0,-0.348585952
Lemd2,3.74E-13,-0.472682477,0.162,0.232,9.94E-09,0,0
Ndufa8,7.49E-13,-0.472962298,0.149,0.216,1.99E-08,0,0
Mrps23,4.32E-08,-0.473958101,0.085,0.125,0.001148329,-0.450971083,0
Cwh43,3.93E-16,-0.474105752,0.216,0.302,1.05E-11,0,0
Ppia,6.95E-38,-0.474221666,0.582,0.71,1.85E-33,0,0
Cdh24,4.26E-18,-0.47457995,0.217,0.311,1.13E-13,0,0
Polr3g,4.42E-21,-0.47461552,0.291,0.4,1.18E-16,-0.389560128,0
Pik3r2,2.89E-15,-0.474701456,0.214,0.298,7.69E-11,0,0
Nwd2,4.94E-30,-0.474749558,0.472,0.602,1.31E-25,-0.32441338,0
Egr3,2.08E-10,-0.474857138,0.119,0.172,5.53E-06,-1.17448153,0
Rgs4,6.81E-20,-0.474995808,0.239,0.338,1.81E-15,-0.591764023,0
Vars2,9.93E-14,-0.475021408,0.149,0.219,2.64E-09,-0.417944949,0
Paqr7,4.82E-14,-0.475244024,0.107,0.17,1.28E-09,0,0
Zfp804b,2.47E-30,-0.475428795,0.55,0.681,6.57E-26,0,0
AC166172.1,3.05E-07,-0.477004761,0.078,0.113,0.008117732,0,0.333295111
Smdt1,1.82E-16,-0.477657212,0.155,0.235,4.84E-12,0,0
Clk3,7.13E-19,-0.478139568,0.286,0.384,1.90E-14,0,-0.387910675
Mpdu1,1.17E-11,-0.478424641,0.09,0.141,3.12E-07,0,0
Gpr162,1.13E-20,-0.478580301,0.238,0.343,3.01E-16,0,0
Mas1,5.60E-14,-0.478881045,0.188,0.264,1.49E-09,-0.559749617,0
Rpl23,1.79E-19,-0.479818729,0.224,0.322,4.76E-15,0,0
Ldha,1.51E-18,-0.480147641,0.205,0.298,4.00E-14,0,0
Slitrk3,1.46E-11,-0.480174092,0.172,0.235,3.89E-07,0,0
Sar1a,5.97E-11,-0.480357307,0.139,0.197,1.59E-06,0,0
Cnr1,1.99E-34,-0.480576042,0.49,0.609,5.28E-30,-0.32215291,0
Guk1,1.16E-19,-0.480702572,0.228,0.327,3.09E-15,0,0
Cox7a2,9.91E-21,-0.480928586,0.343,0.452,2.63E-16,0,0
Zfp983,3.02E-13,-0.480944955,0.159,0.227,8.02E-09,0,0
C130036L24Rik,1.72E-06,-0.481470824,0.063,0.094,0.045610567,0,0
Rpl24,3.12E-20,-0.482574834,0.246,0.348,8.29E-16,0,0
Snx7,6.41E-33,-0.482979761,0.465,0.597,1.70E-28,0,0
Dctn3,1.04E-14,-0.4834793,0.212,0.292,2.76E-10,0,0
Wdr83os,1.70E-07,-0.483978293,0.066,0.1,0.004516622,0,0
Lyrm7,7.95E-13,-0.484133169,0.177,0.246,2.11E-08,0,0
Isca2,2.70E-27,-0.484154832,0.301,0.429,7.17E-23,0,0
Dus1l,4.22E-11,-0.484832958,0.155,0.218,1.12E-06,0,-0.354647107
Usp19,9.77E-35,-0.484860155,0.54,0.677,2.60E-30,0,0
Tbc1d17,3.02E-12,-0.485057582,0.114,0.173,8.03E-08,0.572714613,0
Faap100,7.20E-17,-0.485084991,0.185,0.27,1.91E-12,-0.399167493,0
Ndufs2,3.36E-21,-0.485416543,0.275,0.382,8.93E-17,0,0
Glrx5,3.86E-15,-0.48567557,0.168,0.245,1.03E-10,0,0
Eif3d,3.62E-12,-0.485740959,0.086,0.138,9.64E-08,0,0
Tm2d3,8.08E-18,-0.486790117,0.167,0.252,2.15E-13,0,0
Ncdn,2.65E-18,-0.486851568,0.245,0.344,7.04E-14,0.389887377,0
Fh1,1.52E-13,-0.487613701,0.169,0.24,4.05E-09,0,0
Ndst4,1.03E-06,-0.487752056,0.071,0.103,0.02731528,-0.350399668,0
Ssr4,2.88E-33,-0.487768048,0.459,0.595,7.67E-29,0,0
Tmem198,6.24E-14,-0.487785589,0.123,0.189,1.66E-09,0,0
Rpl18a,1.03E-11,-0.488183923,0.167,0.234,2.73E-07,0,0
AI413582,7.69E-11,-0.488396196,0.095,0.145,2.04E-06,0,-0.60151902
Lyplal1,1.16E-14,-0.48855163,0.152,0.224,3.07E-10,0,0
Rpl8,1.10E-19,-0.489342779,0.248,0.349,2.92E-15,0,0
Tmem120a,1.64E-15,-0.489525806,0.092,0.155,4.36E-11,0,0
Rps28,1.13E-14,-0.489526802,0.222,0.302,3.00E-10,0,0
Gadd45b,1.55E-19,-0.489931928,0.141,0.227,4.11E-15,-0.677258627,0
Ube2m,4.52E-21,-0.489940566,0.225,0.327,1.20E-16,0,0
Myo16,8.41E-44,-0.489986094,0.612,0.734,2.24E-39,0,0
Phb2,3.50E-16,-0.490018632,0.216,0.302,9.29E-12,0,0
Rpl36al,2.49E-17,-0.490078522,0.153,0.234,6.62E-13,0,0
Yif1a,9.43E-08,-0.490107532,0.047,0.077,0.002507807,0,0
mt-Nd1,4.40E-10,-0.490131377,0.107,0.158,1.17E-05,0.37799275,0
Chmp1a,9.33E-13,-0.490495193,0.122,0.184,2.48E-08,0,0
Mto1,2.98E-08,-0.491250817,0.247,0.308,0.000793425,0,0
Ankef1,3.01E-13,-0.492196194,0.243,0.321,8.01E-09,0,-0.390023694
Ergic3,1.09E-11,-0.4924771,0.134,0.196,2.91E-07,0,0
Csnk2b,1.46E-10,-0.492490765,0.112,0.164,3.88E-06,0,0
Trappc2l,8.18E-11,-0.494182409,0.096,0.146,2.18E-06,0,0
Cend1,3.26E-15,-0.495244958,0.244,0.329,8.67E-11,0,0
Lgalsl,1.65E-07,-0.495278662,0.112,0.154,0.004376485,0,0
Surf2,2.19E-12,-0.495443823,0.138,0.201,5.83E-08,0,0
Ran,2.20E-15,-0.49546602,0.155,0.231,5.84E-11,0,0
Nudt16l1,4.82E-10,-0.495821733,0.093,0.14,1.28E-05,0,0
Gpr61,6.82E-17,-0.496634656,0.181,0.264,1.81E-12,0,0
Slco4a1,3.85E-07,-0.497008841,0.05,0.079,0.010225458,-0.494350835,0
S100a10,4.02E-09,-0.497225452,0.084,0.127,0.000106936,0,0
Hjurp,4.88E-20,-0.498220185,0.201,0.298,1.30E-15,0,0
Ndfip2,8.62E-78,-0.498351557,0.809,0.897,2.29E-73,-0.348878833,0
Dpm2,1.55E-31,-0.498522129,0.316,0.457,4.12E-27,0,0
Mapk11,2.35E-23,-0.498972727,0.217,0.327,6.25E-19,0,0
Nox3,1.46E-07,-0.499326456,0.063,0.097,0.003877142,0,0
B230217C12Rik,1.29E-15,-0.500043637,0.164,0.243,3.44E-11,0,-0.527846178
Wnt9a,1.01E-07,-0.50013807,0.038,0.067,0.002692491,0,0
Snx17,1.96E-11,-0.500666318,0.138,0.196,5.21E-07,0,0
Taf10,2.39E-09,-0.503591339,0.088,0.133,6.34E-05,-0.360758495,0
Sema7a,5.77E-27,-0.503660753,0.307,0.433,1.53E-22,-0.332542842,0
Ypel3,8.31E-33,-0.503722991,0.521,0.65,2.21E-28,0,0
Uqcc2,4.11E-16,-0.503966351,0.145,0.221,1.09E-11,0,0
Taf1d,3.53E-52,-0.504070976,0.73,0.843,9.38E-48,0,0
Gt(ROSA)26Sor,1.17E-12,-0.504623315,0.142,0.206,3.11E-08,-0.57578791,0
Ackr1,6.33E-08,-0.504738419,0.075,0.112,0.001681798,-0.780651797,-0.565807486
Rrp36,1.04E-07,-0.505908591,0.071,0.107,0.002768542,0,0
Zfpl1,1.33E-13,-0.506007944,0.149,0.218,3.54E-09,0.418651472,0
Tesk1,5.64E-10,-0.506014956,0.097,0.146,1.50E-05,0,0
Dcx,3.57E-26,-0.506311991,0.346,0.47,9.49E-22,0,0
Fam98c,3.00E-12,-0.506452327,0.124,0.185,7.97E-08,0,0
Actb,1.48E-31,-0.506788705,0.531,0.659,3.93E-27,0,0
Tsen54,3.25E-11,-0.506813463,0.099,0.151,8.64E-07,0,0
Glrx2,2.07E-17,-0.506815345,0.272,0.367,5.50E-13,0,0
Ddah1,8.09E-17,-0.506934213,0.163,0.244,2.15E-12,-0.517713544,0
Ubb,4.02E-36,-0.507286798,0.494,0.646,1.07E-31,0,0.383039514
2410006H16Rik,3.90E-22,-0.507600653,0.194,0.298,1.04E-17,0,0
Rpl31,1.30E-17,-0.507789827,0.162,0.246,3.45E-13,0,0
Slc25a37,2.00E-16,-0.508351913,0.132,0.207,5.31E-12,-0.397154142,0
Mcrs1,5.94E-08,-0.508724547,0.079,0.118,0.001580081,0,0
Abcc10,8.50E-15,-0.508847091,0.156,0.229,2.26E-10,0,0
Etfb,1.69E-06,-0.509240967,0.061,0.09,0.045045239,0,0
Igfbp4,1.81E-19,-0.509353361,0.268,0.369,4.81E-15,0,0
Oaz1,9.73E-27,-0.509380863,0.377,0.502,2.59E-22,0,0
Mrpl9,3.61E-12,-0.509405397,0.167,0.235,9.61E-08,0,0
Rtl8a,3.60E-07,-0.509653454,0.094,0.132,0.009575327,0,0
Whrn,6.05E-11,-0.509861996,0.085,0.134,1.61E-06,0,0
Ppp1r1a,3.33E-26,-0.51008566,0.223,0.341,8.84E-22,0,0
Gapdh,7.76E-33,-0.511747012,0.517,0.639,2.06E-28,0.428638901,0.619761897
Tubb4a,1.15E-45,-0.512293347,0.472,0.631,3.05E-41,0,0
Gnl1,1.48E-09,-0.512807921,0.137,0.19,3.94E-05,-0.434973873,0
Efna3,1.11E-09,-0.512963686,0.091,0.136,2.95E-05,0,-0.455444147
Thop1,2.55E-07,-0.513088978,0.074,0.11,0.006775495,0,0
C730034F03Rik,2.96E-11,-0.513414745,0.121,0.18,7.87E-07,0,0.43812014
Golga3,4.14E-12,-0.513782962,0.409,0.491,1.10E-07,0,0
Trib2,6.64E-11,-0.514006775,0.159,0.219,1.77E-06,-0.460142817,0
Gtf2h3,5.93E-16,-0.514587768,0.18,0.259,1.58E-11,0,0
Rps27a,8.14E-21,-0.51478775,0.243,0.347,2.16E-16,0,0
BC051226,3.20E-07,-0.514842819,0.046,0.075,0.008511989,0.329157665,0.738426147
Rpl19,7.27E-31,-0.514977816,0.376,0.52,1.93E-26,0,0
Tmem18,3.71E-08,-0.515134328,0.074,0.112,0.000986021,0,0
Slc25a22,1.42E-16,-0.515669651,0.173,0.256,3.77E-12,0,0
Tfip11,7.15E-09,-0.516400371,0.062,0.099,0.000190195,-0.343031374,0
Rps29,2.14E-22,-0.516910258,0.266,0.377,5.68E-18,0,0
1700096K18Rik,5.22E-08,-0.516959004,0.029,0.055,0.001387593,0,0
Cox5a,4.01E-46,-0.517261075,0.503,0.653,1.07E-41,0,0
Pde1c,9.24E-14,-0.517360958,0.122,0.188,2.46E-09,0,0
Mrps34,9.75E-09,-0.517589834,0.075,0.115,0.000259308,0.397408268,0
Pgp,1.91E-24,-0.5176864,0.225,0.34,5.08E-20,0,0
Tex22,1.38E-07,-0.517765681,0.14,0.186,0.003671326,-0.581990956,0
Vgf,2.30E-12,-0.5179395,0.147,0.213,6.12E-08,0,0
Ccnb2,7.17E-09,-0.518033928,0.071,0.11,0.000190577,0,0.567294492
Stk16,4.85E-09,-0.518275554,0.117,0.165,0.000128979,0,0
Vps29,1.40E-22,-0.518276768,0.309,0.419,3.71E-18,-0.340863191,0
Id2,5.73E-19,-0.518406409,0.238,0.334,1.52E-14,0,0
Nsmf,3.80E-53,-0.519049,0.746,0.834,1.01E-48,0,0
A830036E02Rik,7.53E-19,-0.51913243,0.261,0.358,2.00E-14,0,0
Cirbp,6.04E-19,-0.520157306,0.201,0.294,1.61E-14,0,0
Pycr2,3.45E-10,-0.52093831,0.126,0.181,9.17E-06,0,0
H2afx,8.59E-08,-0.521893318,0.058,0.092,0.002284792,-0.419445995,0
Syvn1,4.12E-13,-0.522982376,0.14,0.206,1.10E-08,0,0
Prr7,4.25E-18,-0.523102786,0.184,0.271,1.13E-13,0,0
Cox4i1,1.11E-45,-0.523106688,0.626,0.738,2.95E-41,0,0
Ndufs6,4.08E-09,-0.523731954,0.106,0.153,0.000108569,0,0
Aurkaip1,1.34E-10,-0.523769202,0.063,0.106,3.56E-06,0,0
Uqcrfs1,2.19E-13,-0.52392272,0.143,0.209,5.82E-09,0,0
Pmm1,2.20E-20,-0.524111516,0.225,0.325,5.86E-16,0,0
Npff,5.99E-10,-0.524260977,0.078,0.123,1.59E-05,0,0
Adrb1,1.13E-40,-0.524852769,0.491,0.633,3.01E-36,0,0
Rfxap,7.94E-08,-0.52495061,0.084,0.123,0.002111441,0,0
Pts,3.40E-07,-0.5251777,0.101,0.142,0.009039417,0,0
Ndrg4,5.85E-69,-0.525578185,0.781,0.897,1.56E-64,0,0
Fmc1,2.71E-11,-0.52569158,0.08,0.129,7.20E-07,0,0
Mrps26,3.27E-25,-0.5258882,0.249,0.366,8.69E-21,0,0
Trim36,2.60E-07,-0.526541996,0.091,0.129,0.006919857,-0.474633066,0
Impdh2,4.26E-07,-0.526737343,0.061,0.093,0.011312463,0,0
Rell2,4.19E-33,-0.526915325,0.392,0.534,1.11E-28,0,0
1700120C14Rik,1.18E-14,-0.526964913,0.096,0.157,3.12E-10,0,-0.359319894
Erbb4,3.47E-08,-0.527007895,0.064,0.1,0.000921271,0.350006048,0
Fbll1,1.15E-07,-0.527022161,0.048,0.078,0.003046353,0,0
Snhg10,2.51E-08,-0.527512873,0.073,0.111,0.000667482,0,0
Fbxl15,1.16E-21,-0.528005654,0.149,0.242,3.10E-17,0,0
Mpp7,3.22E-14,-0.528541123,0.103,0.166,8.56E-10,0,0
Nat14,3.89E-07,-0.528664533,0.06,0.092,0.010335397,0,0
Idh1,5.16E-11,-0.529525669,0.083,0.131,1.37E-06,0,0
Fuom,5.36E-12,-0.530026653,0.084,0.136,1.42E-07,0,0
Socs2,2.80E-21,-0.530124309,0.243,0.346,7.44E-17,0,0
Polr2e,3.49E-15,-0.530163312,0.151,0.225,9.28E-11,0,0
Impdh1,4.55E-12,-0.53023378,0.152,0.216,1.21E-07,0,0
AA465934,1.48E-07,-0.53028013,0.047,0.077,0.003935195,0,0.353170256
Psmb4,1.27E-14,-0.530792399,0.122,0.19,3.36E-10,0,0
Dusp7,3.06E-10,-0.530983737,0.112,0.163,8.13E-06,0,-0.478761968
Bola1,7.45E-09,-0.53156232,0.073,0.112,0.000198076,0,0
Nr1h2,3.62E-07,-0.531616868,0.067,0.1,0.009636575,0,0
Neu2,6.45E-13,-0.532201253,0.12,0.182,1.71E-08,0,0
Cox20,2.93E-08,-0.532840067,0.117,0.163,0.000779039,0,0
Krtcap2,4.45E-13,-0.533529444,0.128,0.191,1.18E-08,0,0
Rnf220,2.12E-12,-0.533771366,0.444,0.534,5.64E-08,0,0
Ndufa5,6.52E-27,-0.534911249,0.275,0.399,1.73E-22,0,0
2700062C07Rik,1.08E-13,-0.535094051,0.174,0.247,2.88E-09,0.684002796,0.779009147
Slc48a1,8.79E-14,-0.535167803,0.221,0.3,2.34E-09,-0.363352483,0
Mrpl49,2.59E-07,-0.535387191,0.055,0.086,0.006891485,0,0
Fcho1,1.55E-21,-0.535608311,0.247,0.351,4.11E-17,0,0
6330403L08Rik,1.79E-07,-0.536140527,0.031,0.056,0.004758189,-0.374574292,0
Pigyl,4.91E-11,-0.537142936,0.073,0.118,1.31E-06,0,0
Zfp12,1.10E-14,-0.53729434,0.136,0.205,2.93E-10,0,0
E2f1,6.09E-08,-0.538160238,0.058,0.091,0.001619123,0,0
BB557941,8.65E-14,-0.538176737,0.137,0.204,2.30E-09,0,-0.715114327
Uap1,6.95E-15,-0.538534943,0.222,0.302,1.85E-10,0,0
Rragd,1.73E-08,-0.538619487,0.154,0.206,0.000459438,0,0
Cntnap1,1.22E-32,-0.538646683,0.436,0.569,3.25E-28,0,0
Nop10,9.18E-20,-0.539750204,0.165,0.254,2.44E-15,0,0
Rrp12,3.21E-17,-0.54044477,0.198,0.283,8.53E-13,0,0
Pold4,1.57E-13,-0.541085848,0.105,0.166,4.18E-09,0,0
H2-D1,3.73E-08,-0.541480857,0.06,0.094,0.000991466,0,0
Park7,3.07E-20,-0.541504131,0.197,0.291,8.16E-16,0,0
Mrps17,2.18E-23,-0.541776219,0.29,0.404,5.79E-19,-0.386339113,0
Lrrc73,1.73E-10,-0.54183772,0.097,0.147,4.60E-06,0,0
Zfp598,2.28E-11,-0.542083532,0.142,0.2,6.06E-07,0,0
Ndufs7,1.79E-23,-0.542215922,0.212,0.318,4.76E-19,0,0
Dynll2,1.56E-20,-0.542415434,0.227,0.327,4.14E-16,-0.320456182,-0.440202029
Coro1a,2.39E-15,-0.543011845,0.173,0.251,6.36E-11,0,-0.371403187
Atp5md,2.52E-36,-0.543227804,0.425,0.567,6.70E-32,0,0
Pcbp4,2.79E-25,-0.543656614,0.3,0.419,7.41E-21,0,0
Snhg16,1.28E-07,-0.543668886,0.063,0.096,0.003395347,-0.466400032,0
mt-Co1,1.36E-27,-0.543891282,0.387,0.513,3.63E-23,0.731130314,0
Bud23,3.47E-19,-0.543921268,0.237,0.335,9.24E-15,0,0
Slc25a1,7.46E-09,-0.54393999,0.138,0.188,0.000198256,0,0
Plppr3,3.91E-17,-0.54467028,0.173,0.257,1.04E-12,0,0
Ppan,9.68E-18,-0.546453239,0.156,0.238,2.57E-13,0,0
Slc25a39,1.04E-18,-0.548048166,0.143,0.226,2.76E-14,0,0
Elof1,3.22E-07,-0.548088915,0.061,0.094,0.008565036,-0.339029403,0
Phf7,1.98E-11,-0.548385868,0.076,0.124,5.27E-07,0,0
A430005L14Rik,2.07E-09,-0.548407704,0.077,0.119,5.49E-05,0.493170751,0.511312175
Elob,1.16E-32,-0.548450703,0.287,0.426,3.09E-28,0,0
Slc2a1,1.14E-15,-0.548485681,0.102,0.167,3.03E-11,0,0
Ap2m1,5.71E-24,-0.548695867,0.278,0.397,1.52E-19,0,0
Arhgdig,1.24E-23,-0.548731552,0.22,0.327,3.30E-19,0,0
Igfbp7,1.39E-13,-0.549008166,0.073,0.126,3.71E-09,0,0
Dcc,3.18E-17,-0.549453226,0.14,0.217,8.46E-13,0,0
Abcb6,9.61E-08,-0.549715543,0.081,0.119,0.002556107,0,0
Ndufa4,9.79E-33,-0.549943191,0.375,0.511,2.60E-28,0,0
Pja1,6.60E-18,-0.550212774,0.143,0.222,1.75E-13,0,0
Yrdc,2.04E-08,-0.551202273,0.085,0.125,0.000541898,0,0
Gnb2,4.09E-23,-0.551417688,0.296,0.407,1.09E-18,0,0
4930568G15Rik,6.28E-09,-0.551612259,0.06,0.097,0.000166911,-0.914940222,-0.602987689
Ogdhl,1.79E-25,-0.551619173,0.331,0.449,4.76E-21,0.390852487,0
Mier2,2.08E-09,-0.552116855,0.114,0.163,5.54E-05,0,0
Nsdhl,3.04E-18,-0.552138977,0.215,0.304,8.09E-14,-0.540770251,0
Ptp4a3,8.05E-22,-0.552341407,0.2,0.3,2.14E-17,0,0
Ncln,9.54E-24,-0.552516508,0.196,0.302,2.54E-19,0,0
Mydgf,1.37E-10,-0.552996941,0.109,0.161,3.63E-06,0,0
Ndufa6,2.31E-29,-0.553023588,0.282,0.414,6.14E-25,0,0
4921504E06Rik,2.01E-09,-0.553918575,0.059,0.097,5.34E-05,0,0
Ndufa13,2.55E-21,-0.554118796,0.201,0.301,6.78E-17,0,0
BC003965,5.02E-20,-0.554179402,0.181,0.273,1.33E-15,0,0
Snhg8,9.80E-12,-0.554921349,0.077,0.126,2.61E-07,0,0
Uck1,4.99E-08,-0.555741973,0.045,0.076,0.00132727,0,0
Hsd17b10,6.70E-08,-0.555856368,0.058,0.091,0.001781615,0.35919254,0
Tram1l1,5.73E-07,-0.556417819,0.041,0.067,0.015240593,0,0
Nefm,2.80E-32,-0.557195085,0.358,0.493,7.45E-28,-0.320154112,0
C530025M09Rik,1.56E-11,-0.557252675,0.045,0.085,4.15E-07,-0.782249532,-0.693278681
Mif4gd,3.65E-07,-0.557299586,0.038,0.065,0.009698779,0,0
Bad,1.57E-08,-0.557350117,0.074,0.112,0.000418064,0,0
Golga7b,5.48E-18,-0.55823981,0.133,0.211,1.46E-13,0,0
Acvr1c,4.76E-13,-0.559457945,0.08,0.134,1.27E-08,0,-0.595011551
Hmg20b,7.68E-14,-0.560514349,0.081,0.136,2.04E-09,-0.32059495,0
Gpr137,2.03E-12,-0.560524035,0.171,0.237,5.38E-08,0,0
Uba52,3.34E-30,-0.560545391,0.275,0.403,8.89E-26,0,0
1700021F05Rik,3.75E-25,-0.561103892,0.277,0.394,9.97E-21,0,-0.518739021
Rpl28,1.45E-26,-0.56160048,0.215,0.329,3.84E-22,0,0
Zfp518b,3.74E-10,-0.563164749,0.103,0.152,9.95E-06,0,0
Sdk1,1.87E-10,-0.563301344,0.092,0.14,4.97E-06,0,0
Rnf208,8.58E-16,-0.563345027,0.158,0.234,2.28E-11,0,0
Smyd2,3.73E-32,-0.564143399,0.326,0.461,9.92E-28,0,0
Rad51ap2,7.55E-34,-0.564632876,0.247,0.385,2.01E-29,-0.540631505,0
Rph3a,9.44E-53,-0.564698856,0.486,0.659,2.51E-48,-0.354425659,0
Prelid1,2.32E-12,-0.565387393,0.093,0.147,6.15E-08,0,0
Prdm8,7.28E-21,-0.565917508,0.181,0.275,1.93E-16,0,0
Ostm1,8.05E-07,-0.566227351,0.268,0.325,0.021409312,0,0
Agpat1,1.66E-11,-0.566288297,0.103,0.156,4.42E-07,0,0
Fpgs,8.45E-15,-0.567098977,0.099,0.161,2.25E-10,0,0
Fam43b,1.81E-06,-0.567527708,0.032,0.055,0.048150862,0,0
Sphk2,3.08E-08,-0.568039677,0.067,0.103,0.000818047,-0.373810736,0
Wdr4,3.83E-20,-0.568740575,0.133,0.218,1.02E-15,0,0
Krt12,3.57E-31,-0.569408065,0.227,0.357,9.49E-27,0,0
Ndufb10,2.41E-25,-0.569696529,0.196,0.307,6.41E-21,0,0
Mrpl32,1.24E-12,-0.569893987,0.118,0.177,3.30E-08,0,0
Raly,1.30E-09,-0.569918298,0.066,0.106,3.47E-05,0,0
Klhl23,9.22E-18,-0.570697267,0.128,0.205,2.45E-13,0,0
Med10,1.47E-15,-0.57070073,0.136,0.207,3.91E-11,-0.597588118,0
Dpm3,8.24E-07,-0.570861061,0.084,0.119,0.021902502,0,0.407875819
Tomm5,2.23E-11,-0.571419399,0.095,0.147,5.93E-07,-0.414740699,0
Eif3k,1.46E-17,-0.571955772,0.147,0.226,3.89E-13,0.361113386,0.373739014
Cox6b1,3.81E-33,-0.572193422,0.338,0.482,1.01E-28,0,0
Rnf126,1.72E-23,-0.572900857,0.252,0.365,4.56E-19,0,0
1110038F14Rik,2.65E-19,-0.572945328,0.17,0.259,7.05E-15,0,-0.337590395
Rpl9,7.05E-33,-0.573199904,0.344,0.484,1.87E-28,0,0
Kmt5c,4.12E-19,-0.574223787,0.143,0.226,1.10E-14,-0.47607489,0
Skap1,1.34E-25,-0.574699159,0.181,0.289,3.55E-21,0,0
Kdm6b,1.13E-24,-0.575322051,0.307,0.425,3.00E-20,0,0
Pip4p1,2.04E-26,-0.575880082,0.284,0.404,5.43E-22,0,0
1700108J01Rik,1.59E-11,-0.575979794,0.068,0.115,4.23E-07,0.34408041,0
Pgam1,1.88E-30,-0.577455795,0.225,0.352,4.99E-26,0,0
Sdhaf4,1.11E-07,-0.577777908,0.067,0.102,0.002956285,0,0
1110035H17Rik,7.03E-15,-0.577872849,0.064,0.118,1.87E-10,0,0
Borcs8,2.46E-09,-0.578287738,0.081,0.124,6.55E-05,0,0
Slc4a4,1.50E-08,-0.57869302,0.071,0.109,0.000399119,0,0
Pin1,1.19E-17,-0.579071764,0.218,0.307,3.17E-13,0,0
A830019P07Rik,6.06E-07,-0.579265202,0.113,0.151,0.016114764,0,-0.584795803
Tubb5,1.11E-29,-0.579761858,0.24,0.366,2.96E-25,0,0
Ankrd54,3.16E-10,-0.580927663,0.053,0.092,8.39E-06,0,0
Spcs1,1.54E-16,-0.580982567,0.116,0.187,4.09E-12,0,0
Lypla2,2.87E-19,-0.581589189,0.165,0.253,7.62E-15,0,0
Polr2k,7.32E-18,-0.583702745,0.167,0.251,1.95E-13,0,0
Ndufa1,1.76E-10,-0.584032349,0.105,0.157,4.68E-06,0,0
2410004B18Rik,5.66E-16,-0.584109242,0.106,0.173,1.51E-11,-0.413498546,0
Cenpu,9.42E-12,-0.584757606,0.099,0.153,2.50E-07,0,0
Ttyh1,1.17E-69,-0.586354575,0.596,0.755,3.11E-65,0,0
Rnf39,7.62E-09,-0.586504309,0.027,0.054,0.00020256,-0.528886275,0
1810037I17Rik,3.35E-15,-0.587164163,0.073,0.129,8.91E-11,0,0
Stard4,4.51E-12,-0.588295165,0.075,0.123,1.20E-07,-1.092962024,0
Cbarp,1.24E-21,-0.588520237,0.137,0.227,3.30E-17,0,0
Tepsin,2.28E-11,-0.58889008,0.096,0.148,6.05E-07,0,0
Muc19,5.48E-10,-0.589030479,0.082,0.127,1.46E-05,-0.394062684,0
Znhit3,8.31E-08,-0.589334301,0.057,0.09,0.002209856,0,0
Lamp5,4.20E-40,-0.59176748,0.452,0.594,1.12E-35,-0.538280564,0
Pheta1,9.07E-07,-0.592580159,0.044,0.071,0.024113145,0,0
Slc2a6,9.52E-22,-0.592606751,0.187,0.285,2.53E-17,0,0
Plekho1,2.69E-32,-0.593237098,0.238,0.372,7.15E-28,-0.354189518,0
Map11,8.71E-10,-0.59360906,0.1,0.147,2.32E-05,0,0
Atxn7l3,1.98E-14,-0.594962137,0.144,0.213,5.27E-10,-0.328514718,-0.375722117
Kcnn1,3.26E-10,-0.595152517,0.073,0.116,8.67E-06,0,0
Ogfr,5.53E-09,-0.595671843,0.046,0.079,0.000146956,0,0
Ube2v1,2.58E-21,-0.596035647,0.238,0.34,6.87E-17,0,0
Stub1,1.19E-27,-0.596318638,0.326,0.454,3.16E-23,0,0
Myocd,1.68E-06,-0.596428485,0.069,0.1,0.044625393,0,0
Slc50a1,5.44E-36,-0.59659085,0.391,0.543,1.45E-31,0,0
A930004D18Rik,3.45E-07,-0.597536663,0.044,0.072,0.009166364,0,0
Bcl10,4.90E-09,-0.597808228,0.055,0.091,0.000130295,0,0
Fth1,1.15E-48,-0.598838984,0.43,0.605,3.06E-44,0,0
Selenom,1.74E-24,-0.599878131,0.211,0.32,4.63E-20,0.394239259,0
mt-Co2,5.28E-18,-0.600408498,0.208,0.296,1.40E-13,0.544914556,0
Gipr,3.00E-10,-0.60045518,0.065,0.107,7.99E-06,0,0
Rpl13a,1.04E-24,-0.600706124,0.192,0.298,2.77E-20,0,0
Mvk,1.93E-08,-0.601545012,0.06,0.095,0.000512507,0,0
Lsmem1,1.15E-06,-0.60197072,0.058,0.087,0.03058869,-0.395681933,0
Txnl4a,9.14E-10,-0.602992879,0.068,0.108,2.43E-05,-0.414427098,0
