,RNA.IC_1d,RNA.IC_3d,RNA.IC_7d,RNA.Uninjured,Minimum,,14856
Dusp26,0.124574523,0.108100787,0.112063329,0.060520005,0.060520005,,
Dusp27,0.002130412,0.000460255,0,0.000428343,0,,
Dusp28,0.00523754,0.009571627,0.013669026,0.004525615,0.004525615,,
Dusp3,0.486041085,0.24176571,0.625952689,0.687987814,0.24176571,,
Dusp4,0.047582874,0.010287099,0.020703107,0.016279857,0.010287099,,
Dusp5,0.259641627,0.016710953,0.007983679,0.037938043,0.007983679,,
Dusp6,0.129040651,0.008114473,0.028457419,0.053929527,0.008114473,,
Dusp7,0.053331451,0.023415096,0.069692124,0.077206194,0.023415096,,
Dusp8,0.228399153,0.212717849,0.210093425,0.128779216,0.128779216,,
Dusp9,0.001228853,0.007989318,0.001267042,0.000785343,0.000785343,,
Dut,0.062954526,0.046711856,0.100573172,0.076807893,0.046711856,,
Duxbl1,0,0,0,0,0,,
Duxbl3,0.001463435,0,0,0.000408107,0,,
Dvl1,0.339152514,0.240742619,0.216037147,0.203335237,0.203335237,,
Dvl2,0.114472159,0.15467647,0.23039706,0.14153143,0.114472159,,
Dvl3,0.123349978,0.263994241,0.182599976,0.14552939,0.123349978,,
Dxo,0.028762827,0.041133265,0.045917832,0.036542774,0.028762827,,
Dydc1,0.001588255,0.006003721,0.003020053,0.001803595,0.001588255,,
Dydc2,0.006230894,0.020499686,0.010411745,0.012120429,0.006230894,,
Dym,1.383201631,2.095360347,1.20731688,1.297552014,1.20731688,,
Dync1h1,2.48141917,3.103343712,1.777398568,1.87120152,1.777398568,,
Dync1i1,2.430385739,4.657096297,3.015272963,5.068550544,2.430385739,,
Dync1i2,3.894372766,3.690071928,4.477744749,4.131570121,3.690071928,,
Dync1li1,0.474751525,0.711337616,0.452299529,0.452566266,0.452299529,,
Dync1li2,1.013560344,0.998278794,1.25700679,0.790769498,0.790769498,,
Dync2h1,1.158890978,1.450796783,1.306742669,0.838498736,0.838498736,,
Dync2li1,0.050391354,0.097639139,0.105433123,0.074247404,0.050391354,,
Dynll1,0.112279498,0.127763228,0.507950969,0.26738224,0.112279498,,
Dynll2,0.088263758,0.08926478,0.30875087,0.138531642,0.088263758,,
Dynlrb1,0.060837332,0.078473963,0.239933648,0.097860623,0.060837332,,
Dynlrb2,0.002554991,0.002006554,0,0.001033695,0,,
Dynlt1a,0.114229731,0.359047735,0.367154943,0.188339337,0.114229731,,
Dynlt1b,0.004569529,0.088959254,0.038650939,0.006366783,0.004569529,,
Dynlt1c,0.005907166,0.035866376,0,0.005362126,0,,
Dynlt1f,0.008470436,0.015423979,0.034032951,0.010126724,0.008470436,,
Dynlt3,0.063189758,0.094274877,0.132551751,0.088777073,0.063189758,,
Dyrk1a,1.11552989,1.278734439,0.878263301,0.804543497,0.804543497,,
Dyrk1b,0.079060206,0.063749469,0.109158445,0.050475969,0.050475969,,
Dyrk2,0.108297664,0.101007656,0.046116244,0.066200605,0.046116244,,
Dyrk3,0.08309828,0.075957536,0.11851954,0.069505957,0.069505957,,
Dyrk4,0.000385017,0,0,0.000706944,0,,
Dysf,0.257252678,1.005635229,0.179647637,0.30169569,0.179647637,,
Dytn,0.006376702,0.011783772,0.017754149,0.004448615,0.004448615,,
Dzank1,0.942503731,1.032541604,0.981510271,0.873347906,0.873347906,,
Dzip1,0.448215335,0.521162158,0.475439486,0.550085666,0.448215335,,
Dzip1l,0.201372532,0.156977799,0.186839476,0.246978385,0.156977799,,
Dzip3,1.434343318,1.629903506,1.403792561,1.546027913,1.403792561,,
E030013I19Rik,0,0.001404393,0,0,0,,
E030018B13Rik,0.007027005,0.003193602,0.005136866,0.006744802,0.003193602,,
E030030I06Rik,0.002650625,0.050597726,0.027026728,0.00219111,0.00219111,,
E030037K01Rik,0,0.002721311,0.013854731,0.001311379,0,,
E030044B06Rik,0.000764174,0.010641327,0.027611221,0.005218598,0.000764174,,
E130006D01Rik,0.000338662,0.000724981,0,0.002265811,0,,
E130008D07Rik,0.01092899,0.008749762,0.021724521,0.033169421,0.008749762,,
E130018N17Rik,0,0,0,0,0,,
E130101E03Rik,0.000388355,0.000258925,0.003650635,0.002505153,0.000258925,,
E130102H24Rik,0.801175682,0.323201681,0.801713664,0.704792653,0.323201681,,
E130111B04Rik,0.006778716,0.00270068,0.004489113,0.013405098,0.00270068,,
E130114P18Rik,0.035012218,0.062270611,0.064673942,0.111401829,0.035012218,,
E130119H09Rik,0.000909282,0.000355595,0,0.000122621,0,,
E130208F15Rik,0,0,0,0.001141814,0,,
E130215H24Rik,0.001901876,0.005237521,0,0.003628292,0,,
E130304I02Rik,0.10288598,0.052240146,0.013906482,0.031816242,0.013906482,,
E130307A14Rik,1.415313098,1.286223317,1.238861421,1.31192453,1.238861421,,
E130308A19Rik,0.243003287,0.426553158,0.285225387,0.336977867,0.243003287,,
E130309D02Rik,0.033232812,0.047040523,0.03881271,0.04944612,0.033232812,,
E130310I04Rik,0,0.004012168,0,0,0,,
E130311K13Rik,0.037474274,0.071706396,0.060049235,0.040951328,0.037474274,,
E130317F20Rik,0.013579535,0.025787575,0.092773709,0.051367232,0.013579535,,
E230001N04Rik,0.035762294,0.042649294,0.116013529,0.062773355,0.035762294,,
E230014E18Rik,0.0047177,0.002539819,0.004735072,0.011183849,0.002539819,,
E230016K23Rik,0.032858778,0.026149109,0.031230482,0.010922797,0.010922797,,
E230016M11Rik,0.649394463,0.70822436,0.720270587,0.256833111,0.256833111,,
E230025N22Rik,0.012653848,0.044619987,0.014298486,0.014195653,0.012653848,,
E230029C05Rik,0.350958785,0.591622633,0.686904607,0.468749565,0.350958785,,
E230032D23Rik,0.034823008,0.013744277,0.103076839,0.045226114,0.013744277,,
E230034D01Rik,0.028471245,0.039748446,0.014606023,0.001415723,0.001415723,,
E2f1,0.020274495,0.027793935,0.023544258,0.062135609,0.020274495,,
E2f2,0.000835261,0.003733156,0.00599952,0.00076597,0.00076597,,
E2f3,0.543381418,0.706361191,0.4885816,0.549309648,0.4885816,,
E2f4,0.18134958,0.171759312,0.157748698,0.150985732,0.150985732,,
E2f5,0.132735569,0.087516699,0.158709702,0.116171218,0.087516699,,
E2f6,0.169729526,0.156466647,0.22643973,0.146914325,0.146914325,,
E2f7,0.025325399,0.00754019,0,0.011227427,0,,
E2f8,0,0.000806993,0,0,0,,
E330009J07Rik,0.150686814,0.375217829,0.155388945,0.225586583,0.150686814,,
E330010L02Rik,0,0.000357973,0,0,0,,
E330011O21Rik,0.017501731,0.071128852,0.019324549,0.00994479,0.00994479,,
E330012B07Rik,0.003568592,0.003553419,0.008766235,0.002809735,0.002809735,,
E330013P04Rik,0.021700339,0.01432184,0.094946836,0.033878602,0.01432184,,
E330017L17Rik,0.011761163,0.005886759,0.006423259,0.004870492,0.004870492,,
E330018M18Rik,0.023370623,0.034680023,0.263400441,0.116502335,0.023370623,,
E330020D12Rik,0,0.001642507,0,0,0,,
E330021D16Rik,0,0,0,0,0,,
E330023G01Rik,0,0.00095354,0,0,0,,
E330032C10Rik,0.003127391,0.002136728,0,0.000375788,0,,
E330035G20Rik,0.007045857,0.000827731,0.008394794,0.002922742,0.000827731,,
E430018J23Rik,0.007913916,0.018810267,0.013618455,0.008125504,0.007913916,,
E430024I08Rik,0.062712929,0.124680355,0.189767607,0.097939335,0.062712929,,
E430024P14Rik,0.025194638,0.040946522,0.094407585,0.051935568,0.025194638,,
E4f1,0.19960945,0.213495351,0.248441845,0.233385182,0.19960945,,
E530011L22Rik,0.203261048,0.059779727,0.650352028,0.449840855,0.059779727,,
Eaf1,0.042162295,0.080625298,0.058891837,0.034245492,0.034245492,,
Eaf2,0.242666167,0.243382891,0.705998065,0.396930517,0.242666167,,
Eapp,0.14049827,0.241503983,0.33344271,0.174940315,0.14049827,,
Ear1,0.001115941,0.00087499,0,0.001641691,0,,
Ears2,0.055387441,0.049697261,0.068199582,0.041553351,0.041553351,,
Ebag9,0.036381651,0.083495735,0.068279545,0.072538393,0.036381651,,
Ebf1,0.019463489,0.049444208,0.113822542,0.008501055,0.008501055,,
Ebf2,0.002661452,0.000231895,0.003386999,0.001129241,0.000231895,,
Ebf3,0.002566202,0.001389777,0.021150592,0.00030164,0.00030164,,
Ebf4,0.120346796,0.277177721,0.135895884,0.181805945,0.120346796,,
Ebi3,0.001882379,0.001263024,0.004382121,0.005388861,0.001263024,,
Ebna1bp2,0.084207258,0.077596081,0.166126413,0.105079038,0.077596081,,
Ebp,0.028136314,0.065292703,0.015848762,0.027959606,0.015848762,,
Ebpl,0.094284039,0.108019333,0.149959663,0.139017348,0.094284039,,
Ecd,0.424335326,0.40858793,0.345273855,0.356277858,0.345273855,,
Ece1,0.585473079,0.608971856,0.400339622,0.303515918,0.303515918,,
Ece2,0.014479217,0.011301746,0.016361422,0.005592208,0.005592208,,
Ecel1,0.104324412,0.704298733,0.436867494,0.004521071,0.004521071,,
Ech1,0.019989044,0.047426821,0.06028565,0.021632043,0.019989044,,
Echdc1,0.175149551,0.209523203,0.618469031,0.471191826,0.175149551,,
Echdc2,0.062478326,0.056969061,0.114305135,0.068368812,0.056969061,,
Echdc3,0.000663205,0,0,0.000503642,0,,
Echs1,0.089194642,0.175985883,0.227795666,0.096961084,0.089194642,,
Eci1,0.004882785,0.033096932,0.044415121,0.016909732,0.004882785,,
Eci2,0.034372721,0.107728522,0.092628234,0.06221312,0.034372721,,
Ecm1,0.041507196,0.031707729,0.03089814,0.024296615,0.024296615,,
Ecm2,0.051020005,0.07440466,0.073086424,0.050893276,0.050893276,,
Ecpas,2.762908444,2.89149168,2.210084698,2.239139309,2.210084698,,
Ecrg4,0.001336805,0.003405364,0.005567954,0.005482886,0.001336805,,
Ecscr,0,0.002182758,0,0,0,,
Ecsit,0.207687329,0.235547565,0.448356873,0.389163802,0.207687329,,
Ect2,0.014404062,0.00267382,0.003779289,0.004053136,0.00267382,,
Ect2l,0.013504604,0.01959977,0.0316995,0.01043113,0.01043113,,
Eda,0.377782837,0.510426256,0.487809216,0.503703241,0.377782837,,
Eda2r,0,0,0,0.000706199,0,,
Edar,0.001475235,0.000790685,0.00599952,0.003446027,0.000790685,,
Edaradd,0.003581508,0.003193128,0.012572778,0.00397845,0.003193128,,
Edc3,0.186744985,0.285215113,0.172931275,0.168854585,0.168854585,,
Edc4,0.31071606,0.198428481,0.351245227,0.294422804,0.198428481,,
Edem1,0.112794652,0.160723863,0.124021761,0.076601717,0.076601717,,
Edem2,0.106844257,0.160266734,0.127570184,0.094820582,0.094820582,,
Edem3,0.826463489,0.756172699,0.508563503,0.52114683,0.508563503,,
Edf1,0.092143961,0.086328889,0.172501233,0.165478915,0.086328889,,
Edil3,4.224415912,2.580866737,3.464769296,3.190859978,2.580866737,,
Edn1,0,0.001271711,0,0,0,,
Edn2,0,0,0,0.000682279,0,,
Ednra,0.00065615,0.000924225,0.008148632,0.005667625,0.00065615,,
Ednrb,0.02768536,0.00930398,0.007417463,0.004596577,0.004596577,,
Edrf1,0.453994968,0.383034444,0.356450749,0.372545452,0.356450749,,
Eea1,1.276761957,1.267411637,0.563466836,0.482319235,0.482319235,,
Eed,0.213742712,0.214912334,0.238065752,0.168650594,0.168650594,,
Eef1a1,0.189889363,0.284398137,0.637730963,0.271842404,0.189889363,,
Eef1a2,0.299163507,0.301235318,0.362584254,0.267547753,0.267547753,,
Eef1akmt1,0.184481781,0.279133173,0.270788657,0.278309393,0.184481781,,
Eef1akmt2,0.022547787,0.031877201,0.084586468,0.042281069,0.022547787,,
Eef1akmt3,0.016981615,0.053585582,0.044695804,0.042311496,0.016981615,,
Eef1akmt4,0.037267065,0.042602916,0.02624711,0.018918604,0.018918604,,
Eef1aknmt,0.066058376,0.103884389,0.063890856,0.076247729,0.063890856,,
Eef1b2,0.058932472,0.056425079,0.14959555,0.07016228,0.056425079,,
Eef1d,0.116416664,0.126048471,0.100368952,0.099465827,0.099465827,,
Eef1e1,0.02341765,0.053017766,0.032859377,0.030886595,0.02341765,,
Eef1g,0.195864828,0.287338117,0.261818545,0.223099425,0.195864828,,
Eef2,0.163729978,0.140625074,0.169778291,0.143782388,0.140625074,,
Eef2k,0.743495821,0.913485072,0.845383714,0.628468469,0.628468469,,
Eef2kmt,0.021268804,0.016167283,0.064274035,0.050786809,0.016167283,,
Eefsec,0.826940012,0.818537892,0.827733521,0.718237429,0.718237429,,
Eepd1,0.093163684,0.084701016,0.038719613,0.042478222,0.038719613,,
Efcab1,0.059777981,0.050748413,0.063943097,0.060350199,0.050748413,,
Efcab10,0.000574809,0.000405951,0.00246597,0.004236814,0.000405951,,
Efcab11,0.018939002,0.050118276,0.044353674,0.02346124,0.018939002,,
Efcab12,0.054334628,0.064866122,0.073017132,0.065086228,0.054334628,,
Efcab14,0.346471088,0.392598366,0.431243532,0.329272243,0.329272243,,
Efcab2,0.18593589,0.197842413,0.258532956,0.152600638,0.152600638,,
Efcab3,0,0,0,0,0,,
Efcab5,0.201587365,0.184422031,0.131440934,0.139406253,0.131440934,,
Efcab6,0.414455729,0.176336613,0.239912228,0.346143252,0.176336613,,
Efcab7,0.050290239,0.129876077,0.141776909,0.145133673,0.050290239,,
Efcab8,0.017470465,0.013577165,0.001109238,0.005026303,0.001109238,,
Efcab9,0.003199852,0.018781957,0.006756757,0.016018888,0.003199852,,
Efcc1,0.022909149,0.028044615,0.039068512,0.030596487,0.022909149,,
Efemp1,0.000963577,0.026660945,0.015008848,0.005997258,0.000963577,,
Efemp2,0.022551812,0.055803741,0.045385218,0.036556642,0.022551812,,
Efhb,0.019560721,0.010502794,0.010328631,0.007620636,0.007620636,,
Efhc1,0.016974469,0.027809773,0.030271441,0.017891881,0.016974469,,
Efhc2,0.029575217,0.091734094,0.035532808,0.032169299,0.029575217,,
Efhd1,0.001843801,0.015745259,0.00488439,0.002249733,0.001843801,,
Efhd2,1.674305479,0.907333647,0.548451144,0.401568295,0.401568295,,
Efl1,0.645739744,0.862744552,0.445423707,0.373898501,0.373898501,,
Efna1,0.009415168,0.039579604,0,0.003389343,0,,
Efna2,0.022195584,0.020338951,0.007059592,0.011722547,0.007059592,,
Efna3,0.042384531,0.030076184,0.025932872,0.047738925,0.025932872,,
Efna4,0.001767153,0.002223181,0,0.000580772,0,,
Efna5,19.3791626,12.08568995,8.20890337,9.990706679,8.20890337,,
Efnb1,0.003493221,0.01435761,0.007734252,0.006216318,0.003493221,,
Efnb2,0.417469478,0.253780166,0.355310173,0.412009977,0.253780166,,
Efnb3,0.008583879,0.012884101,0.010295998,0.010791378,0.008583879,,
Efr3a,3.016324185,2.873556373,2.668815112,2.956025914,2.668815112,,
Efr3b,1.645174759,1.48340804,0.916351796,0.9534328,0.916351796,,
Efs,0,0.003471991,0,0,0,,
Eftud2,0.453638148,0.62438375,0.754801654,0.484640754,0.453638148,,
Egf,0.057209253,0.067970592,0.032343216,0.072042963,0.032343216,,
Egfem1,0.025361023,0.141946267,0.063554603,0.038455331,0.025361023,,
Egfl6,0.002834571,0.00375928,0,0.004748991,0,,
Egfl7,0.01976139,0.051490504,0.081501617,0.072960531,0.01976139,,
Egfl8,0.007520416,0.017647395,0.024836738,0.009564432,0.007520416,,
Egflam,0.002960474,0.009185535,0.014447506,0.008536972,0.002960474,,
Egfr,0.012556224,0.040291609,0.047044711,0.011481781,0.011481781,,
Egfros,0,0.004462178,0.015350999,0.001256494,0,,
Egln1,0.229873375,0.298238999,0.198134673,0.218088856,0.198134673,,
Egln2,0.066530524,0.061166466,0.077604895,0.047333429,0.047333429,,
Egln3,0.052733777,0.015228882,0.0073291,0.044008915,0.0073291,,
Egr1,0.504027196,0.079006499,0.123045294,0.139949103,0.079006499,,
Egr2,0.034790181,0.001479426,0.005661232,0.003221088,0.001479426,,
Egr3,0.304979991,0.026902737,0.059941572,0.073770145,0.026902737,,
Egr4,0.062064411,0.000313277,0.042913257,0.044216825,0.000313277,,
Ehbp1,2.38756428,4.34989414,2.814249373,2.788846583,2.38756428,,
Ehbp1l1,0.04325517,0.05880651,0.059077384,0.033530226,0.033530226,,
Ehd1,0.054800879,0.039640684,0.033358108,0.035886134,0.033358108,,
Ehd2,0.00644088,0.00340934,0.007602584,0.002148869,0.002148869,,
Ehd3,0.204872024,0.260223172,0.172039239,0.099316577,0.099316577,,
Ehd4,0.046078105,0.090613541,0.078356681,0.03441869,0.03441869,,
Ehf,0,0.000627068,0,0.001095553,0,,
Ehhadh,0.051715094,0.056222074,0.049360548,0.058376238,0.049360548,,
Ehmt1,1.40702643,1.782771906,1.226131766,1.22668545,1.226131766,,
Ehmt2,0.219438322,0.277674604,0.231944666,0.16722535,0.16722535,,
Ei24,0.229703833,0.288154291,0.323217362,0.314896064,0.229703833,,
Eid1,0.083276598,0.068870513,0.246550943,0.161690513,0.068870513,,
Eid2,0.01566844,0.017943085,0.076178166,0.028595512,0.01566844,,
Eid2b,0.024148621,0.025248835,0.106372133,0.07659802,0.024148621,,
Eid3,0.008283057,0.013645372,0.008561188,0.006025859,0.006025859,,
Eif1,0.2633453,0.351067082,0.640912607,0.419493341,0.2633453,,
Eif1a,0.174293125,0.226229928,0.122237985,0.101867384,0.101867384,,
Eif1ad,0.029008075,0.024763935,0.044083668,0.026236908,0.024763935,,
Eif1ax,0.098750017,0.13437454,0.254942617,0.112841085,0.098750017,,
Eif1b,0.09065268,0.087028865,0.175493235,0.138338625,0.087028865,,
Eif2a,0.236506407,0.297072171,0.325530491,0.274805446,0.236506407,,
Eif2ak1,0.243600832,0.309315381,0.319414729,0.265856403,0.243600832,,
Eif2ak2,0.052869437,0.180537139,0.444148986,0.021089376,0.021089376,,
Eif2ak3,1.286159258,1.347811165,1.377049687,0.35495319,0.35495319,,
Eif2ak4,0.933186251,0.583938807,0.575917939,0.483309199,0.483309199,,
Eif2b1,0.052610491,0.069912465,0.095894134,0.074420904,0.052610491,,
Eif2b2,0.040630318,0.039324449,0.059420354,0.050297259,0.039324449,,
Eif2b3,0.501537602,0.449957773,0.304400527,0.292964499,0.292964499,,
Eif2b4,0.253845313,0.369378414,0.593946492,0.471211317,0.253845313,,
Eif2b5,0.141322797,0.143732159,0.270466223,0.171813927,0.141322797,,
Eif2d,0.268904841,0.210175833,0.328277182,0.259703368,0.210175833,,
Eif2s1,0.126893238,0.128792871,0.189335672,0.128290214,0.126893238,,
Eif2s2,1.054191616,0.612392216,1.317987023,0.724959674,0.612392216,,
Eif2s3x,0.237452056,0.285622688,0.198223359,0.187521246,0.187521246,,
Eif2s3y,0.000525392,0,0.002088729,0.00191929,0,,
Eif3a,0.611599871,0.581665463,0.432090136,0.382134466,0.382134466,,
Eif3b,0.224616593,0.175450924,0.163185894,0.190177495,0.163185894,,
Eif3c,1.296126818,0.693097662,1.172485467,0.456429853,0.456429853,,
Eif3d,0.061033724,0.073174333,0.072881895,0.062660931,0.061033724,,
Eif3e,0.196711398,0.246666543,0.202660657,0.211364664,0.196711398,,
Eif3f,0.061626378,0.078081895,0.082305728,0.054844131,0.054844131,,
Eif3g,0.043033479,0.053930666,0.036464843,0.039685863,0.036464843,,
Eif3h,0.222240726,0.20073873,0.257422713,0.223810237,0.20073873,,
Eif3i,0.084332447,0.091270636,0.112069371,0.063218177,0.063218177,,
Eif3j1,0.322805145,0.368818508,0.376861708,0.292853964,0.292853964,,
Eif3j2,0.016923542,0.010364288,0.008620291,0.003404403,0.003404403,,
Eif3k,0.069583499,0.089989703,0.126751491,0.086782392,0.069583499,,
Eif3l,0.065448783,0.057916794,0.089159385,0.075146449,0.057916794,,
Eif3m,0.184232261,0.193039391,0.224497876,0.258017494,0.184232261,,
Eif4a1,0.343730188,0.279405254,0.263073736,0.166130409,0.166130409,,
Eif4a2,0.241584998,0.234294136,0.343474925,0.201203433,0.201203433,,
Eif4a3,0.101018171,0.115936036,0.14806801,0.107994035,0.101018171,,
Eif4b,0.252915999,0.36085649,0.318499138,0.250507282,0.250507282,,
Eif4e,0.556862641,0.77327414,0.567956198,0.492127687,0.492127687,,
Eif4e1b,0,0,0,0,0,,
Eif4e2,0.364633395,0.365056722,0.413864119,0.273233781,0.273233781,,
Eif4e3,0.184943479,0.360784804,0.244434892,0.25162823,0.184943479,,
Eif4ebp1,0.059244327,0.063437832,0.105048184,0.020375841,0.020375841,,
Eif4ebp2,0.106120628,0.20897628,0.245173272,0.179620242,0.106120628,,
Eif4ebp3,0.073566783,0.052684202,0.048146532,0.06307866,0.048146532,,
Eif4enif1,0.257778374,0.282033781,0.268140284,0.22072253,0.22072253,,
Eif4g1,1.27443708,1.199210337,0.799818405,0.676645513,0.676645513,,
Eif4g2,0.382259356,0.354141336,0.436141706,0.288989576,0.288989576,,
Eif4g3,3.05977836,3.338948724,2.574674508,2.511700101,2.511700101,,
Eif4h,0.332999549,0.355277284,0.357208878,0.27896122,0.27896122,,
Eif5,0.473945344,0.40532915,0.359231237,0.250306526,0.250306526,,
Eif5a,0.113317164,0.08432341,0.181251676,0.100787698,0.08432341,,
Eif5a2,0.01613263,0.010384639,0.034086014,0.023812514,0.010384639,,
Eif5b,0.781326584,0.741265667,1.154238877,0.814503761,0.741265667,,
Eif6,0.055981084,0.055409657,0.021789749,0.028748828,0.021789749,,
Eipr1,0.634585054,0.738800339,0.755302972,0.653484257,0.634585054,,
Elac1,0.045003081,0.105036675,0.110249057,0.050004172,0.045003081,,
Elac2,0.140190743,0.082686796,0.097826231,0.078394132,0.078394132,,
Elavl1,0.521596172,0.639323308,0.540160817,0.471487621,0.471487621,,
Elavl2,1.414118953,1.418370455,1.62470267,2.187443544,1.414118953,,
Elavl3,2.851743457,3.875462554,1.948576346,1.942068755,1.942068755,,
Elavl4,1.952909101,1.264414388,1.547004429,2.141304936,1.264414388,,
Eldr,0.018864466,0.01292077,0.030345149,0.007075644,0.007075644,,
Elf1,0.261646844,0.340354462,0.255139536,0.045352216,0.045352216,,
Elf2,0.310310721,0.317706987,0.320300077,0.289720326,0.289720326,,
Elf4,0.012735138,0.018437806,0.018275365,0.004077888,0.004077888,,
Elf5,0.002240061,0,0,0.000454083,0,,
Elfn1,0.04785899,0.175174007,0.007756196,0.039360685,0.007756196,,
Elfn2,0.202521466,0.16030023,0.149393686,0.120631876,0.120631876,,
Elk1,0.06943844,0.120191875,0.115121526,0.110378147,0.06943844,,
Elk3,0.108914141,0.229538137,0.397819432,0.278145584,0.108914141,,
Elk4,0.132260164,0.136164015,0.165546872,0.141661676,0.132260164,,
Ell,0.373903271,0.435430169,0.316098634,0.278568316,0.278568316,,
Ell2,1.078411529,1.165718118,0.738706302,0.670926667,0.670926667,,
Ell3,0,0,0,0.001187784,0,,
Elmo1,4.849521436,1.018566286,0.879792236,2.649982375,0.879792236,,
Elmo2,0.181621207,0.129881851,0.1614271,0.18298509,0.129881851,,
